organoid_type,doi,pmcid,first_author,year,journal,species,source_cell_type,license,has_methods,has_supplement,gold_candidate,flags,notes,pmid,title,cited_by,in_current_corpus
,dx.doi.org/10.17504/protocols.io.rm7vzx278gx1/v1,PROTOCOLSIO_91274,,1700,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest freezing-of-hpsc-c5diy24e,,Freezing of hPSC,,0
,dx.doi.org/10.17504/protocols.io.e6nvwd282lmk/v1,PROTOCOLSIO_91286,,1700,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest thawing-of-cryopreserved-hpsc-c5dwy27e,,Thawing of cryopreserved hPSC,,0
,dx.doi.org/10.17504/protocols.io.4r3l22bz4l1y/v1,PROTOCOLSIO_91419,,1700,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest processing-of-fixed-spheroids-for-tobis-barcoding-c5h3y38n,,"Processing of fixed spheroids for TOBis barcoding, enzyme-free dissociation and antibody staining for CyTOF",,0
,dx.doi.org/10.17504/protocols.io.ewov1qmqkgr2/v1,PROTOCOLSIO_91745,,1701,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest preparation-and-culture-of-mouse-intestinal-organo-c5t9y6r6,,Preparation and culture of mouse intestinal organoids,,0
,dx.doi.org/10.17504/protocols.io.eq2lyjqjrlx9/v1,PROTOCOLSIO_91747,,1701,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest isolation-and-co-culture-of-nodose-ganglion-neuron-c5uby6sn,,Isolation and co-culture of nodose ganglion neurons,,0
,,PROTOCOLSIO_92344,,1702,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest isolation-of-trophoblast-cells-from-placenta-c6eyzbfw,,Isolation of Trophoblast Cells from Placenta,,0
,,PROTOCOLSIO_92353,,1702,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest trophoblast-organoid-media-tom-c6e9zbh6,,Trophoblast Organoid Media (TOM),,0
,dx.doi.org/10.17504/protocols.io.3byl4q6zrvo5/v2,PROTOCOLSIO_100040,,1715,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest whole-genome-crispr-screening-of-stably-expressing-ddxg27jw,,Whole-genome CRISPR screening of stably expressing Cas9 cancer organoid lines,,0
,dx.doi.org/10.17504/protocols.io.6qpvr3ydovmk/v2,PROTOCOLSIO_100191,,1716,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest generating-stably-expressing-cas9-cancer-organoid-dd3728rn,,Generating stably-expressing Cas9 cancer organoid lines,,0
,dx.doi.org/10.17504/protocols.io.kxygx3r6og8j/v2,PROTOCOLSIO_96771,,1710,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest derivation-of-spinal-cord-organoids-as-a-quantitat-darb2d2n,,Derivation of Spinal Cord Organoids as a quantitative approach to study the mammalian Hedgehog Signalling,,0
,,PROTOCOLSIO_97684,,1712,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest lmmunostaining-of-organoid-sections-dbmu2k6w,,lmmunostaining of Organoid Sections,,0
,dx.doi.org/10.17504/protocols.io.x54v92rb1l3e/v1,PROTOCOLSIO_101794,,1718,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest organoid-drug-treatment-dfna3mae,,Organoid Drug Treatment,,0
,dx.doi.org/10.17504/protocols.io.kqdg323m7v25/v1,PROTOCOLSIO_103644,,1720,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest 3d-fluorescence-staining-and-imaging-of-low-amount-dhf433qw,,3D fluorescence staining and imaging of low amount of organoids,,0
,dx.doi.org/10.17504/protocols.io.4r3l2qyz4l1y/v1,PROTOCOLSIO_104667,,1722,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest detailed-culture-protocol-for-the-generation-of-hu-dif34bqn,,Detailed culture protocol for the generation of human polarized cortical assembloids (polCA),,0
,dx.doi.org/10.17504/protocols.io.dm6gpz2mplzp/v2,PROTOCOLSIO_105355,,1723,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest poly-ornithine-laminin-substrate-for-neural-cell-c-di5j4g4n,,Poly-ornithine/laminin substrate for neural cell culture,,0
,dx.doi.org/10.17504/protocols.io.e6nvw1nkdlmk/v1,PROTOCOLSIO_106662,,1724,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest generating-blood-generating-heart-forming-organoid-dkee4tbe,,Generating Blood-Generating Heart-Forming Organoids from human pluripotent stem cells,,0
,dx.doi.org/10.17504/protocols.io.n2bvjn175gk5/v1,PROTOCOLSIO_107087,,1725,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest formation-of-ventral-midbrain-assembloid-organoids-dktp4wmn,,Formation of ventral midbrain Assembloid/Organoids,,0
,,PROTOCOLSIO_107384,,1726,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest microsphere-synthesis-dk4y4yxw,,Microsphere Synthesis,,0
,dx.doi.org/10.17504/protocols.io.4r3l29mjjv1y/v2,PROTOCOLSIO_228092,,1758,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest synergistic-enhancement-of-aav-gene-delivery-in-2d-hay4b2fyx,,Synergistic Enhancement of AAV Gene Delivery in 2D Cells and 3D Organoids Using Polybrene and Hydroxychloroquine,,0
,dx.doi.org/10.17504/protocols.io.6qpvr98epvmk/v1,PROTOCOLSIO_114658,,1733,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest organoid-well-plate-scanning-dt8a6rse,,Organoid well plate scanning,,0
,dx.doi.org/10.1038/protex.2018.123,PROTOCOLSIO_115002,,1545,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest feeder-free-xeno-free-generation-of-cortical-spher-dui26uge,,"Feeder-free, Xeno-free Generation of Cortical Spheroids  From Human Pluripotent Stem Cells",,0
,dx.doi.org/10.21203/rs.2.9542/v1,PROTOCOLSIO_116343,,1559,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest highly-reproducible-human-brain-organoids-recapitu-dvux66xn,,Highly reproducible human brain organoids recapitulate cerebral cortex cellular diversity.,,0
,dx.doi.org/10.17504/protocols.io.kxygxw1ddv8j/v1,PROTOCOLSIO_118580,,1737,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest jax-dpc-protocol-to-produce-human-dorsal-forebrain-dx2u7qew,,JAX_DPC: Protocol to produce human dorsal forebrain organoids,,0
,dx.doi.org/10.17504/protocols.io.81wgbr95qlpk/v1,PROTOCOLSIO_118933,,1737,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest organoid-rna-extraction-dydv7s66,,Organoid RNA Extraction,,0
,dx.doi.org/10.17504/protocols.io.eq2ly62regx9/v2,PROTOCOLSIO_189060,,1745,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest cortical-organoid-differentiation-protocol-in-96-w-f4vcbqw2x,,Cortical Organoid Differentiation Protocol in 96-well Plates,,0
,dx.doi.org/10.17504/protocols.io.bp2l6dp5rvqe/v1,PROTOCOLSIO_119148,,1738,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest generation-of-three-dimensional-cerebral-brain-org-dykk7uuw,,Generation of Three Dimensional Cerebral Brain Organoids from Human Pluripotent Stem Cells,,0
,dx.doi.org/10.17504/protocols.io.261gerkm7l47/v1,PROTOCOLSIO_120306,,1739,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest immunohistochemistry-brain-organoids-dzqs75we,,Immunohistochemistry (Brain organoids),,0
,dx.doi.org/10.17504/protocols.io.bp2l6de6dvqe/v1,PROTOCOLSIO_120848,,1739,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest icc-staining-of-fixed-organoid-cells-for-flow-anal-dz9q795w,,ICC Staining of Fixed  Organoid Cells for Flow Analysis,,0
,dx.doi.org/10.1038/protex.2014.037,PROTOCOLSIO_121602,,1411,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest culture-of-mouse-prostate-organoids-d2za8f2e,,Culture of mouse prostate organoids,,0
,dx.doi.org/10.1038/protex.2015.087,PROTOCOLSIO_121701,,1444,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest generation-of-kidney-organoids-from-human-pluripot-d24d8gs6,,Generation of kidney organoids from human pluripotent stem cells,,0
,dx.doi.org/10.1038/protex.2017.007,PROTOCOLSIO_121817,,1484,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest well-defined-matrices-for-the-expansion-of-intesti-d27z8hp6,,Well-defined matrices for the expansion of intestinal stem cells and organoids,,0
,dx.doi.org/10.1038/protex.2017.027,PROTOCOLSIO_121868,,1492,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest generation-of-three-dimensional-lung-bud-organoid-d29k8h4w,,Generation of three-dimensional lung bud organoid and its derived branching colonies,,0
,dx.doi.org/10.1038/protex.2017.062,PROTOCOLSIO_121869,,1491,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest artificial-thymic-organoid-cultures-in-vitro-human-d29m8h46,,Artificial thymic organoid cultures: In vitro human T-cell differentiation from hematopoietic stem and progenitor cells,,0
,dx.doi.org/10.1038/protex.2017.030,PROTOCOLSIO_121875,,1491,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest derivation-and-long-term-expansion-of-human-endome-d29t8h6n,,Derivation and long-term expansion of human endometrial and decidual organoids.,,0
,dx.doi.org/10.1038/protex.2017.049,PROTOCOLSIO_121880,,1493,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest long-term-culture-and-electrophysiological-charact-d29y8h7w,,Long-term culture and electrophysiological characterization of human brain organoids,,0
,dx.doi.org/10.1038/protex.2017.064,PROTOCOLSIO_121907,,1494,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest detailed-cerebral-organoid-fusion-method-d3at8ien,,Detailed Cerebral Organoid Fusion Method,,0
,dx.doi.org/10.1038/protex.2017.097,PROTOCOLSIO_121942,,1507,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest methods-of-generating-human-pluripotent-stem-cell-d3bw8ipe,,Methods of generating human pluripotent stem cell-derived alveolar stem cells and their expansion,,0
,dx.doi.org/10.1038/protex.2017.098,PROTOCOLSIO_121946,,1511,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest peg-4mal-hydrogels-for-in-vitro-culture-of-human-o-d3b28iqe,,PEG-4MAL Hydrogels for In Vitro Culture of Human Organoids and In Vivo Delivery to Sites of Injury,,0
,dx.doi.org/10.1038/protex.2017.106,PROTOCOLSIO_121949,,1510,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest 3d-culture-of-multipotent-sox9-sup-sup-mouse-embry-d3b58iq6,,"3D culture of multipotent Sox9+ mouse embryonic lung progenitors: Isolation, Expansion and Cryopreservation",,0
,dx.doi.org/10.1038/protex.2017.143,PROTOCOLSIO_121965,,1513,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest studying-cancer-drug-resistance-using-brca-deficie-d3cm8iu6,,Studying cancer drug resistance using BRCA-deficient mouse mammary tumor organoids,,0
,dx.doi.org/10.1038/protex.2018.015,PROTOCOLSIO_121996,,1528,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest isolation-and-culture-of-human-alveolar-epithelial-d3dk8i4w,,Isolation and culture of human alveolar epithelial progenitor cells,,0
,dx.doi.org/10.1038/protex.2018.071,PROTOCOLSIO_122033,,1532,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest genetic-engineering-to-initiate-tumorigenesis-in-c-d3er8jd6,,Genetic engineering to initiate tumorigenesis in cerebral organoids,,0
,dx.doi.org/10.21203/rs.3.nprot-6891/v1,PROTOCOLSIO_122045,,1606,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest induction-of-different-human-enteroendocrine-cells-d3e58jg6,,Induction of different human enteroendocrine cells in intestinal organoids,,0
,dx.doi.org/10.1038/protex.2018.121,PROTOCOLSIO_122072,,1543,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest establishment-and-differentiation-of-long-term-tro-d3fy8jpw,,Establishment and differentiation of long-term trophoblast organoid cultures from the human placenta.,,0
,dx.doi.org/10.21203/rs.2.9220/v1,PROTOCOLSIO_122134,,1556,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest mouse-intestinal-organoid-time-course-experiments-d3hw8j7e,,Mouse intestinal organoid time-course experiments from single cells,,0
,dx.doi.org/10.21203/rs.2.12413/v1,PROTOCOLSIO_122217,,1574,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest urothelial-organoids-originate-from-mouse-cells-di-d3kh8kt6,,Urothelial organoids originate from mouse cells display differentiation capacity,,0
,dx.doi.org/10.21203/rs.2.13102/v1,PROTOCOLSIO_122233,,1573,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest generation-of-hepato-biliary-pancreatic-organoid-f-d3kz8kx6,,Generation of hepato-biliary-pancreatic organoid from human pluripotent stem cells,,0
,dx.doi.org/10.21203/rs.2.13464/v1,PROTOCOLSIO_122246,,1570,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest engineering-of-human-brain-organoids-with-a-functi-d3me8k3e,,Engineering of human brain organoids with a functional vascular-like system,,0
,dx.doi.org/10.21203/rs.3.pex-791/v1,PROTOCOLSIO_122274,,1583,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest generation-of-human-knock-in-organoids-by-crispr-h-d3na8mae,,Generation of human knock-in organoids by CRISPR-HOT,,0
,dx.doi.org/10.21203/rs.3.pex-812/v1,PROTOCOLSIO_122287,,1591,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest generating-human-gastruloids-from-human-embryonic-d3np8mdn,,Generating Human Gastruloids from Human Embryonic Stem Cells,,0
,dx.doi.org/10.21203/rs.2.16232/v2,PROTOCOLSIO_122307,,1582,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest mass-cytometry-for-multivariate-organoid-signallin-d3pb8min,,Mass Cytometry for Multivariate Organoid Signalling Analysis,,0
,dx.doi.org/10.21203/rs.3.pex-889/v1,PROTOCOLSIO_122329,,1591,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest generation-of-human-hair-bearing-skin-organoids-fr-d3pz8mp6,,Generation of human hair-bearing skin organoids from stem cells,,0
,dx.doi.org/10.21203/rs.3.pex-903/v1,PROTOCOLSIO_122334,,1600,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest bioengineering-microfluidic-organoids-on-a-chip-d3p68mre,,Bioengineering microfluidic organoids-on-a-chip,,0
,dx.doi.org/10.21203/rs.3.pex-911/v1,PROTOCOLSIO_122342,,1589,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest establishment-of-kidney-cancer-organoid-cultures-d3qe8mte,,Establishment of Kidney Cancer Organoid Cultures,,0
,dx.doi.org/10.21203/rs.3.pex-998/v1,PROTOCOLSIO_122391,,1596,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest generation-of-bioengineered-neuronal-organoids-ben-d3rx8m7n,,Generation of Bioengineered Neuronal Organoids (BENOs) from human pluripotent stem cells,,0
,dx.doi.org/10.21203/rs.3.pex-1078/v1,PROTOCOLSIO_122418,,1599,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest generation-of-functional-heart-organoids-from-mous-d3ss8nee,,Generation of functional heart organoids from mouse embryonic stem cells.,,0
,dx.doi.org/10.21203/rs.3.pex-1174/v1,PROTOCOLSIO_122449,,1608,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest creation-of-bladder-assembloids-by-reconstituting-d3tr8nm6,,Creation of bladder assembloids by reconstituting tissue stem cell/tumour cell-derived organoids with multiple stromal components,,0
,dx.doi.org/10.21203/rs.3.pex-1441/v1,PROTOCOLSIO_122574,,1621,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest generation-of-human-elongating-multi-lineage-organ-d3xn8pme,,Generation of Human Elongating Multi-Lineage Organized (EMLO) Gastruloids,,0
,dx.doi.org/10.21203/rs.3.pex-1510/v1,PROTOCOLSIO_122612,,1626,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest generation-of-mouse-hepatobiliary-organoids-from-h-d3yu8pww,,Generation of mouse hepatobiliary organoids from hepatocyte progenitors and cholangiocytes isolated from healthy adult mouse liver,,0
,dx.doi.org/10.21203/rs.3.pex-1430/v2,PROTOCOLSIO_122620,,1622,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest a-3d-system-to-model-human-pancreas-development-an-d3y48pyw,,A 3D system to model human pancreas development and its reference single-cell transcriptome atlas identify signaling pathways required for progenitor expansion,,0
,dx.doi.org/10.21203/rs.3.pex-1563/v1,PROTOCOLSIO_122640,,1670,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest formation-of-epits-embryoids-d3zq8p5w,,Formation of EpiTS embryoids,,0
,dx.doi.org/10.21203/rs.3.pex-1589/v1,PROTOCOLSIO_122657,,1670,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest generation-of-self-assembling-heart-organoids-from-d3z98p96,,Generation of self-assembling heart organoids from human pluripotent stem cells,,0
,dx.doi.org/10.21203/rs.3.pex-1606/v1,PROTOCOLSIO_122665,,1635,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest recapitulating-neural-tube-morphogenesis-with-huma-d32h8qb6,,Recapitulating neural tube morphogenesis with human pluripotent stem cells,,0
,dx.doi.org/10.21203/rs.3.pex-1708/v1,PROTOCOLSIO_122733,,1638,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest a-simplified-method-for-generating-human-inner-ear-d34m8qu6,,A simplified method for generating human inner ear organoids from pluripotent stem cells,,0
,dx.doi.org/10.21203/rs.3.pex-1821/v1,PROTOCOLSIO_122758,,1650,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest fabrication-of-three-dimensional-lacrimal-gland-li-d35e8q3e,,Fabrication of three-dimensional lacrimal gland-like tissue organoids from human pluripotent stem cells,,0
,dx.doi.org/10.21203/rs.3.pex-1852/v1,PROTOCOLSIO_122771,,1651,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest human-embryonic-organoids-to-recapitulate-periodic-d35t8q6n,,Human embryonic organoids to recapitulate periodic somitogenesis in vitro,,0
,dx.doi.org/10.21203/rs.3.pex-1877/v1,PROTOCOLSIO_122777,,1655,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest generation-of-cerebral-organoids-with-enriched-cor-d35z8q76,,Generation of Cerebral Organoids with Enriched Cortical Cellular Diversity and Outer Radial Glial Cell Identity from Human Pluripotent Stem Cells,,0
,dx.doi.org/10.21203/rs.3.pex-2147/v1,PROTOCOLSIO_122893,,1682,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest generation-of-gastric-insulin-secreting-organoids-d39m8r46,,Generation of gastric insulin-secreting organoids from human stomach sample,,0
,dx.doi.org/10.21203/rs.3.pex-2221/v1,PROTOCOLSIO_122938,,1685,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest strong-passaging-human-intestinal-organoids-and-m-d4a28sge,,PASSAGING HUMAN INTESTINAL ORGANOIDS AND MONOLAYERS SET UP,,0
,dx.doi.org/10.21203/rs.3.pex-2641/v1,PROTOCOLSIO_123117,,1717,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest detailed-protocol-for-the-generation-of-polarized-d4gm8tu6,,Detailed protocol for the generation of polarized cortical assembloids (polCA),,0
,dx.doi.org/10.17504/protocols.io.dm6gp94w8vzp/v1,PROTOCOLSIO_123913,,1741,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest rna-extraction-from-organoids-encapsulated-in-algi-d49h8z36,,RNA extraction from organoids encapsulated in alginate norbornene using TRIzol Reagent,,0
,dx.doi.org/10.17504/protocols.io.3byl4wmdrvo5/v1,PROTOCOLSIO_124189,,1741,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest survival-factors-for-hpsc-growth-d5h58386,,Survival factors for hPSC growth,,0
,dx.doi.org/10.17504/protocols.io.q26g75rmqlwz/v1,PROTOCOLSIO_125207,,1742,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest manual-picking-and-passaging-of-hpsc-colonies-d6hx9b7n,,Manual picking and passaging of hPSC colonies,,0
,dx.doi.org/10.17504/protocols.io.5jyl8e5b7l2w/v1,PROTOCOLSIO_126404,,1744,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest fames-analysis-d7pc9miw,,FAMES analysis,,0
,dx.doi.org/10.17504/protocols.io.3byl4z39ovo5/v1,PROTOCOLSIO_130941,,1744,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest jax-dpc-library-preparation-using-kapa-rna-hyperpr-eb45baqy7,,JAX_DPC: Library preparation using KAPA RNA HyperPrep Kit for Bulk RNAseq,,0
,dx.doi.org/10.1007/978-1-0716-4310-5_5,PROTOCOLSIO_173935,,1729,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest lineage-recording-in-human-brain-organoids-with-it-fm4pbk8vp,,Lineage Recording in Human Brain Organoids with iTracer,,0
,dx.doi.org/10.17504/protocols.io.dm6gp2wb8lzp/v1,PROTOCOLSIO_195361,,1745,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest rna-extraction-from-cells-spheroids-or-organoids-e-gaz9bsf97,,"RNA extraction from cells, spheroids, or organoids encapsulated in alginate norbornene using Maxwell® RSC Plant RNA Kit",,0
,dx.doi.org/10.17504/protocols.io.j8nlk287wl5r/v1,PROTOCOLSIO_198125,,1745,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest good-practices-in-hpsc-handling-gdqmbs5u7,,Good practices in hPSC handling,,0
,dx.doi.org/10.1007/978-1-4939-3603-8_2,PROTOCOLSIO_200077,,1451,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest lentivirus-based-stable-gene-delivery-into-intesti-gfmmbtk47,,Lentivirus-Based Stable Gene Delivery into Intestinal Organoids,,0
,dx.doi.org/10.17504/protocols.io.36wgqqk6xgk5/v1,PROTOCOLSIO_217966,,1746,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest mouse-liver-periportal-assembloids-method-gy4nbxyvf,,Mouse Liver Periportal Assembloids Method,,0
,dx.doi.org/10.17504/protocols.io.j8nlkrpj1v5r/v1,PROTOCOLSIO_218201,,1747,protocols.io,,,protocols.io-CC-BY,1,0,,,protocols.io ingest jax-dpc-scrna-sequencing-using-10x-chromium-fixed-gzbzbx2p7,,JAX_DPC: scRNA sequencing using 10X Chromium Fixed RNA Profiling,,0
