organoid_type,doi,pmcid,first_author,year,journal,species,source_cell_type,license,has_methods,has_supplement,gold_candidate,flags,notes,pmid,title,cited_by,in_current_corpus
hepatic,10.3390/biom15070956,PMC12292278,Kiss,2025,Biomolecules,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,40723828,Hepatic Lipoprotein Metabolism: Current and Future In Vitro Cell-Based Systems,1,no
hepatic,10.1016/j.bbrep.2026.102616,PMC13213680,Oluwasegun,2026,Biochemistry and biophysics reports,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,42211006,Integrating CRISPR genome editing with liver organoid and hiPSC-derived microfluidic platforms to model metabolic dysfunction-associated steatotic liver disease,0,no
hepatic,10.1002/mco2.70795,PMC13239287,He,2026,MedComm,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,42253938,Bioartificial Livers Developed From Gene-Edited Pig Hepatocyte Organoids Improve Amino Acid and Lipid Profiles in the Plasma of Patients With Liver Failure,0,no
hepatic,10.3390/gels11070525,PMC12294766,Ong,2025,"Gels (Basel, Switzerland)",tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,40710688,Biopolymers for Liver Tissue Engineering: A Systematic Review,3,no
hepatic,10.1371/journal.ppat.1013796,PMC12714198,Nitaramorn,2025,PLoS pathogens,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,41411280,"Experimental models of liver-stage malaria: Progress, gaps, and challenges",0,no
hepatic,10.21769/bioprotoc.5631,PMC12971300,De Siervi,2026,Bio-protocol,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover hepatic,41815840,"Development, Expansion, and Histological Characterization of Patient-Derived Liver Organoids for Drug Screening and Disease Modeling",0,no
hepatic,10.34133/bmr.0280,PMC12592637,Wu,2025,Biomaterials research,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,41209312,Distinct Roles of Matrigel Enabled the Production of Expandable Hepatoblast and Polarized Hepatocyte Organoids from Human Embryonic Stem Cells under 3-Dimensional Suspension Conditions,0,no
hepatic,,PMC13199092,González-Montero,,Frontiers in veterinary science,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,,Development of ovine hepatic organoids: a powerful in vitro platform to reduce the number of experimental animals used in metabolism and nutrition assays,0,no
hepatic,10.21037/hbsn-2025-154,PMC12057518,Zhang,2025,Hepatobiliary surgery and nutrition,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover hepatic,40342765,Innovations in liver organoids: the role of 3D bioprinting in creating functional organoids,0,no
hepatic,10.3350/cmh.2024.1040,PMC11925438,Kim,2025,Clinical and molecular hepatology,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover hepatic,39722609,Liver organoids: Current advances and future applications for hepatology,7,no
hepatic,,PMC13232138,,2026,bioRxiv : the preprint server for biology,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover hepatic,,Inter-organ communication shapes human metabolic tissue states and resolves anti-diabetic drug response modes in a six-tissue microphysiological system,0,no
hepatic,10.1186/s13578-023-01136-x,PMC10619312,Hu,2023,Cell & bioscience,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,37915043,Liver organoid culture methods,18,no
hepatic,10.34133/bmr.0242,PMC12369845,Kim,2025,Biomaterials research,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover hepatic,40852642,Liver-Specific Extracellular Matrix Enables High-Fidelity Patient-Derived Hepatocellular Carcinoma Xenograft Models,0,no
kidney,,PMC12944275,Hossain,2026,Pharmaceutics,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover kidney,,Translational Potential: Kidney Tubuloids in Precision Medicine and Regenerative Nephrology,0,no
kidney,10.3389/fruro.2024.1355042,PMC12327341,Raykhel,2024,Frontiers in urology,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover kidney,40777107,Vascularization of kidney organoids: different strategies and perspectives,6,no
kidney,10.1007/s12015-025-10971-z,PMC12504399,Kearney,2025,Stem cell reviews and reports,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover kidney,40965814,Dimethyl Sulfoxide Conditions Induced Pluripotent Stem Cells for more Efficient Nephron Progenitor and Kidney Organoid Differentiation,2,no
kidney,10.3390/biomedicines13071766,PMC12292604,Scarlat,2025,Biomedicines,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover kidney,40722835,Autosomal Dominant Polycystic Kidney Disease: From Pathogenesis to Organoid Disease Models,3,no
kidney,10.1002/btm2.70092,PMC12821206,Su,2026,Bioengineering & translational medicine,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover kidney,41573374,Kidney organoids as a novel platform to evaluate heat-stress-induced acute kidney injury pathogenesis,0,no
kidney,10.1038/s42003-024-06986-w,PMC11458617,Fujimori,2024,Communications biology,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover kidney,39375428,Generation of human-pig chimeric renal organoids using iPSC technology,4,no
kidney,10.1016/j.redox.2026.104236,PMC13235370,Kuang,2026,Redox biology,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover kidney,42208262,Redox control at the ER-mitochondria interface in kidney transplantation: MAM-centered stress signaling and translational organoid platforms,0,no
kidney,,PMC11069262,Pecksen,2024,Stem cell research & therapy,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover kidney,,Monocytes prevent apoptosis of iPSCs and promote differentiation of kidney organoids,0,no
kidney,10.1002/advs.202510441,PMC13073298,Vo,2026,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover kidney,41841227,Calcium Shock Enables Efficient and Programmable Particle Delivery for Genome Editing Applications,0,no
kidney,10.1038/s41592-025-02870-5,PMC12615267,Cheng,2025,Nature methods,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover kidney,41131366,"PHLOWER leverages single-cell multimodal data to infer complex, multi-branching cell differentiation trajectories",4,no
kidney,10.1038/s41598-025-26155-1,PMC12658070,Nakanoh,2025,Scientific reports,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover kidney,41298719,Elucidation of puberulic acid-induced nephrotoxicity using stem cell-based kidney organoids,1,no
kidney,10.1007/s00018-025-05867-7,PMC12405138,Lim,2025,Cellular and molecular life sciences : CMLS,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover kidney,40892088,Modeling of kidney allograft rejection using hiPSC-derived kidney organoids and HLA-mismatched PBMCs: an in vitro co-culture system,0,no
kidney,10.1016/j.isci.2026.115827,PMC13186086,Nucera,2026,iScience,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover kidney,42164865,"Application of spatial transcriptomics across organoids for a high-resolution, spatial whole-transcriptome benchmarking dataset",0,no
lung,10.1021/envhealth.5c00141,PMC12723542,Yin,2025,"Environment & health (Washington, D.C.)",tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover lung,41446775,Organoid for Air Pollution Toxicity Assessment: Advances and Environmental Applicability,2,no
lung,10.3389/fmed.2025.1733234,PMC12832676,Hossain,2025,Frontiers in medicine,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover lung,41601765,Building global research equity through lung organoids: a prerequisite for the next respiratory pandemic,0,no
lung,10.3390/jcm15114016,PMC13257478,Scocca,2026,Journal of clinical medicine,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover lung,42278883,"Nasal Epithelial Organoids as Translational Platforms in Inflammatory, Infectious, and Precision Medicine Applications: A Systematic Review",0,no
lung,10.1016/j.bbrep.2025.102191,PMC12358629,Han,2025,Biochemistry and biophysics reports,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover lung,40832470,3D alveolar organoid drug screening model for targeting TGF-β1 in pulmonary fibrosis,0,no
lung,10.3390/v17030349,PMC11946240,Svensson,2025,Viruses,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover lung,40143277,Recent Advances in Nose and Lung Organoid Models for Respiratory Viral Research,1,no
lung,10.1038/s41598-025-30641-x,PMC12800103,Nicholson,2026,Scientific reports,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover lung,41519874,Development and characterization of chicken lung organoids for in vitro modeling of avian influenza virus-host cell interaction,1,no
lung,10.1038/s41523-026-00915-2,PMC13121592,Sun,2026,NPJ breast cancer,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover lung,41820369,Artificial intelligence assisted multi-model pathological diagnosis of breast cancer based on multispectral autofluorescence images,0,no
lung,10.1093/infdis/jiaf598,PMC13017197,Zhang,2026,The Journal of infectious diseases,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover lung,41284739,Avian Influenza Virus A(H5N1) Genotype D1.1 Is Better Adapted to Human Nasal and Airway Organoids Than Genotype B3.13,2,no
lung,10.3389/fmed.2025.1611304,PMC12307212,Wang,2025,Frontiers in medicine,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover lung,40740941,Advancing lung organoids toward clinical applications: a global perspective on research focus and future directions,2,no
lung,10.14814/phy2.16057,PMC11144550,Yu,2024,Physiological reports,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover lung,38825580,Molecular distinctions of bronchoalveolar and alveolar organoids under differentiation conditions,1,no
lung,10.1186/s12931-025-03138-4,PMC11871743,Huo,2025,Respiratory research,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover lung,40022099,Lung organoids in COPD: recent advances and future prospects,3,no
gastric,10.1186/s12943-025-02543-z,PMC12766950,Lee,2025,Molecular cancer,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover gastric,41398956,Epithelial WNT secretion drives niche escape of developing gastric cancer,0,no
gastric,10.3389/fimmu.2026.1712830,PMC12926446,Chen,2026,Frontiers in immunology,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover gastric,41737224,Integrated single-cell and spatial transcriptomics reveal the differentiation drivers of gastric epithelial lineage progression,0,no
gastric,10.1080/21505594.2025.2551176,PMC12407878,Li,2025,Virulence,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover gastric,40888366,Autophagy-driven modulation of stem cell dynamics in &lt;i&gt;Helicobacter pylori&lt;/i&gt;-induced gastric diseases in mice,0,no
gastric,10.3748/wjg.v30.i8.969,PMC10950634,Jiang,2024,World journal of gastroenterology,tbd,tbd,CC-BY-NC,yes,tbd,no,epmc-ft,europepmc discover gastric,38516239,Bibliometrics analysis based on the Web of Science: Current trends and perspective of gastric organoid during 2010-2023,7,no
gastric,10.3389/fcimb.2025.1516237,PMC12116454,Patil,2025,Frontiers in cellular and infection microbiology,tbd,tbd,CC-BY,yes,tbd,no,epmc-ft,europepmc discover gastric,40438238,A critical review on &lt;i&gt;In Vivo&lt;/i&gt; and &lt;i&gt;Ex Vivo&lt;/i&gt; models for the investigation of &lt;i&gt;Helicobacter pylori&lt;/i&gt; infection,3,no
